Problem Name: dm_7_1_4
Algorithm Name: DSA


Iteration number,Average Price,Total Grade,BEST Total Grade,Lowest Agent Price,Lowest Agent Name,Highest Agent,Highest Agent Name,
0,9.81050142857143,1991.2477900000001,1991.2477900000001,0.88698,h3,30.09261,h5
1,9.81050142857143,1990.9170100000001,1990.9170100000001,0.8432400000000001,h3,30.10503,h5
2,9.810501428571428,1979.0598100000009,1979.0598100000009,0.8432400000000001,h3,30.10503,h5
3,9.81050142857143,1979.059810000001,1979.0598100000009,0.8432400000000001,h3,30.10503,h5
4,9.81050142857143,1979.0598100000007,1979.0598100000007,0.8432400000000001,h3,30.10503,h5
5,9.81050142857143,1979.0598100000002,1979.0598100000002,0.8432400000000001,h3,30.10503,h5
6,9.81050142857143,1979.0598100000004,1979.0598100000002,0.8432400000000001,h3,30.10503,h5
7,9.810501428571428,1979.0598100000009,1979.0598100000002,0.8432400000000001,h3,30.10503,h5
8,9.81050142857143,1979.0598100000009,1979.0598100000002,0.8432400000000001,h3,30.10503,h5
9,9.81050142857143,1979.0598100000004,1979.0598100000002,0.8432400000000001,h3,30.10503,h5
10,9.81050142857143,1979.059810000001,1979.0598100000002,0.8432400000000001,h3,30.10503,h5



Problem Name: dm_7_1_4
Algorithm Name: SHMGM


Iteration number,Average Price,Total Grade,BEST Total Grade,Lowest Agent Price,Lowest Agent Name,Highest Agent,Highest Agent Name,
0,7.734844285714287,1789.98821,1789.98821,0.84324,h3,22.51047,h5
1,7.733070000000002,1789.1782099999996,1789.1782099999996,0.8432400000000001,h3,22.51047,h5
2,7.73307,1789.05539,1789.05539,0.8432400000000001,h3,22.51047,h5
3,7.734844285714284,1788.95819,1788.95819,0.8432400000000001,h3,22.51047,h5
4,7.466070000000001,1788.8970100000004,1788.8970100000004,0.8432400000000001,h3,22.52289,h5
5,7.466070000000001,1859.40319,1788.8970100000004,0.8319,h3,17.53383,h5
6,7.4678442857142855,1764.12359,1764.12359,0.8319,h3,17.53383,h5
7,7.467844285714286,1753.4364099999998,1753.4364099999998,0.8319,h3,17.546249999999997,h5
8,7.574764285714287,1752.8532100000002,1752.8532100000002,0.8319,h3,17.546249999999997,h5
9,7.586567142857143,1750.8232500000001,1750.8232500000001,0.91452,h3,21.802470000000003,h1
10,7.586567142857143,1801.23747,1750.8232500000001,0.91452,h3,21.802470000000003,h1



Problem Name: dm_7_1_6
Algorithm Name: DSA


Iteration number,Average Price,Total Grade,BEST Total Grade,Lowest Agent Price,Lowest Agent Name,Highest Agent,Highest Agent Name,
0,13.51002,2492.9692,2492.9692,5.0571600000000005,h1,21.99195,h3
1,13.510019999999999,2485.99294,2485.99294,5.0571600000000005,h1,21.71595,h3
2,13.51002,2379.7285399999996,2379.7285399999996,5.0571600000000005,h1,21.71595,h3
3,13.510019999999999,2379.7285400000005,2379.7285399999996,5.0571600000000005,h1,21.71595,h3
4,13.510019999999999,2379.728540000001,2379.7285399999996,5.0571600000000005,h1,21.71595,h3
5,13.510019999999999,2379.72854,2379.7285399999996,5.0571600000000005,h1,21.71595,h3
6,13.510019999999999,2379.728539999999,2379.728539999999,5.0571600000000005,h1,21.71595,h3
7,13.510019999999997,2379.7285399999996,2379.728539999999,5.0571600000000005,h1,21.71595,h3
8,13.510019999999999,2379.72854,2379.728539999999,5.0571600000000005,h1,21.71595,h3
9,13.51002,2379.728539999999,2379.728539999999,5.0571600000000005,h1,21.71595,h3
10,13.510019999999999,2379.7285399999987,2379.7285399999987,5.0571600000000005,h1,21.71595,h3



Problem Name: dm_7_1_6
Algorithm Name: SHMGM


Iteration number,Average Price,Total Grade,BEST Total Grade,Lowest Agent Price,Lowest Agent Name,Highest Agent,Highest Agent Name,
0,13.48457142857143,2358.6328,2358.6328,5.342280000000001,h1,21.94821,h3
1,13.472768571428572,2273.1580000000004,2273.1580000000004,5.342280000000001,h1,21.94821,h3
2,13.474388571428573,2253.9269800000006,2253.9269800000006,5.342280000000001,h1,21.94821,h3
3,13.433382857142856,2248.4111200000007,2248.4111200000007,5.342280000000001,h1,21.94821,h3
4,13.433382857142858,2242.9076799999993,2242.9076799999993,5.342280000000001,h1,21.66117,h3
5,11.42267142857143,2242.8524800000005,2242.8524800000005,5.342280000000001,h1,21.66117,h3
6,11.424445714285714,2216.3286999999996,2216.3286999999996,5.38263,h5,21.35892,h4
7,11.424445714285715,1949.36832,1949.36832,5.38263,h5,21.35892,h4
8,11.42622,1945.5991200000008,1945.5991200000008,5.38263,h5,21.35892,h4
9,11.427840000000002,1944.3603399999995,1944.3603399999995,5.38263,h5,21.35892,h4
10,11.427840000000002,1943.2292800000005,1943.2292800000005,5.38263,h5,21.370260000000002,h4



Problem Name: dm_7_1_2
Algorithm Name: DSA


Iteration number,Average Price,Total Grade,BEST Total Grade,Lowest Agent Price,Lowest Agent Name,Highest Agent,Highest Agent Name,
0,9.833477142857143,2597.3142200000007,2597.3142200000007,1.2920999999999998,h3,25.627889999999997,h2
1,9.54804857142857,2584.356140000001,2584.356140000001,0.96021,h7,25.627889999999994,h2
2,9.54804857142857,2519.6141399999997,2519.6141399999997,0.9141,h3,25.627889999999994,h2
3,9.548048571428572,2488.1561399999996,2488.1561399999996,0.9141,h3,25.627889999999994,h2
4,9.548048571428572,2488.1561399999996,2488.1561399999996,0.9141,h3,25.627889999999994,h2
5,9.548048571428572,2488.156140000001,2488.1561399999996,0.9141,h3,25.627889999999994,h2
6,9.548048571428572,2488.1561400000005,2488.1561399999996,0.9141,h3,25.627889999999994,h2
